resultsId,seasonId,raceId,pos,number,teamId,driverId,laps,time,gap,interval,kp/h,best,lap,POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,Unnamed: 37,is_dnf,best_lap_seconds
1726,7,82,8,7,11,66,30,46:48.8,19.237,6.552,86.591,01:22.8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,82.8
1727,7,82,9,27,9,18,30,46:54.4,24.914,5.677,86.417,01:22.0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,82
1728,7,82,10,6,11,23,30,46:57.5,27.92,3.006,86.324,01:23.1,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,83.1
1729,7,82,11,48,41,52,30,46:58.6,29.083,1.163,86.289,01:22.8,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,82.8
1730,7,82,12,25,15,76,30,46:59.4,29.915,0.832,86.263,01:23.1,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,83.1
1731,7,82,13,23,37,10,30,46:59.8,30.291,0.376,86.252,01:22.5,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,82.5
1732,7,82,14,8,34,72,30,47:00.9,31.364,1.073,86.219,01:22.9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,82.9
1733,7,82,15,5,28,75,30,47:03.2,33.623,2.259,86.15,01:22.5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,82.5
1734,7,82,16,29,25,69,30,47:03.9,34.336,0.713,86.128,01:22.7,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,82.7
1735,7,82,17,36,42,46,30,47:04.7,35.204,0.868,86.102,01:22.4,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,82.4
1736,7,82,18,22,37,62,30,47:11.8,42.269,7.065,85.887,01:22.3,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,82.3
1737,7,82,19,88,34,8,29,47:14.5,1 Lap,1 Lap,82.945,01:22.1,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,82.1
1738,7,82,,11,7,33,30,46:28.1,,,87.234,01:22.5,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,82.5
1739,7,82,,71,41,55,27,42:33.9,,,85.71,01:21.8,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,81.8
1740,7,82,,10,23,7,27,42:34.3,,,85.695,01:22.0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,82
1741,7,82,,13,15,25,10,16:05.2,,,83.994,01:22.2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,82.2
1742,7,82,,33,7,60,5,07:09.5,,,94.371,01:23.1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,83.1
1743,7,83,1,11,7,33,38,46:22.5,,,115.781,01:09.1,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,69.1
1744,7,83,2,48,41,52,38,46:22.7,0.141,0.141,115.775,01:09.1,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,69.1
1745,7,83,3,20,23,24,38,46:28.0,5.499,5.358,115.552,01:09.2,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,69.2
1746,7,83,4,71,41,55,38,46:28.1,5.589,0.09,115.548,01:09.0,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,69
1747,7,83,5,27,9,18,38,46:28.4,5.83,0.241,115.538,01:09.2,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,69.2
1748,7,83,6,25,15,76,38,46:28.9,6.411,0.581,115.514,01:09.3,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,69.3
1749,7,83,7,13,15,25,38,46:29.3,6.777,0.366,115.499,01:09.4,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,69.4
1750,7,83,8,28,9,34,38,46:30.1,7.562,0.785,115.467,01:09.3,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,69.3
1751,7,83,9,33,7,60,38,46:30.3,7.798,0.236,115.457,01:08.9,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,68.9
1752,7,83,10,36,42,46,38,46:36.7,14.124,6.326,115.196,01:09.1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,69.1
1753,7,83,11,23,37,10,38,46:38.1,15.546,1.422,115.137,01:10.0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,70
1754,7,83,12,5,28,75,38,46:38.7,16.214,0.668,115.11,01:09.2,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,69.2
1755,7,83,13,22,37,62,38,46:39.3,16.814,0.6,115.085,01:09.5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,69.5
1756,7,83,14,37,18,13,38,46:39.4,16.917,0.103,115.081,01:09.0,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,69
1757,7,83,15,4,18,29,38,46:43.8,21.278,4.361,114.902,01:09.4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,69.4
1758,7,83,16,6,11,23,38,46:46.2,23.666,2.388,114.804,01:09.4,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,69.4
1759,7,83,17,29,25,69,38,46:51.5,29.019,5.353,114.586,01:09.3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,69.3
1760,7,83,18,7,11,66,38,46:53.5,30.962,1.943,114.506,01:09.7,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,69.7
1761,7,83,19,8,34,72,38,46:55.7,33.199,2.237,114.415,01:09.4,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,69.4
1762,7,83,20,94,25,47,38,46:56.0,33.438,0.239,114.406,01:09.3,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,69.3
1763,7,83,21,99,42,79,38,46:56.3,33.781,0.343,114.392,01:09.7,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,69.7
1764,7,83,22,17,28,78,37,46:40.1,1 Lap,1 Lap,112.024,01:09.3,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,69.3
1765,7,83,,88,34,8,32,47:05.1,,,96.03,01:09.6,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,69.6
1766,7,83,,10,23,7,8,09:33.0,,,118.358,01:10.0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,70
1767,7,84,1,71,41,55,36,11:57.2,,,70.696,01:08.6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,68.6
1768,7,84,2,22,37,62,36,11:59.4,2.27,2.27,70.659,01:09.1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,69.1
1769,7,84,3,5,28,75,36,12:00.0,2.837,0.567,70.65,01:08.8,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,68.8
1770,7,84,4,36,42,46,36,12:04.3,7.105,4.268,70.58,01:09.5,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,69.5
1771,7,84,5,29,25,69,36,12:05.6,8.453,1.348,70.558,01:09.2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,69.2
1772,7,84,6,99,42,79,36,12:06.0,8.847,0.394,70.552,01:09.0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,69
1773,7,84,7,10,23,7,36,12:07.6,10.473,1.626,70.525,01:08.6,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,68.6
1774,7,84,8,17,28,78,36,12:08.3,11.108,0.635,70.515,01:08.8,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,68.8
1775,7,84,9,33,7,60,36,12:09.3,12.189,1.081,70.497,01:08.5,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,68.5
1776,7,84,10,88,34,8,36,12:09.8,12.679,0.49,70.489,01:09.2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,69.2
1777,7,84,11,25,15,76,36,12:10.6,13.437,0.758,70.477,01:08.8,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,68.8
1778,7,84,12,4,18,29,36,12:10.9,13.748,0.311,70.472,01:09.1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,69.1
1779,7,84,13,94,25,47,36,12:11.5,14.366,0.618,70.462,01:09.2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,69.2
1780,7,84,14,23,37,10,36,12:11.8,14.692,0.326,70.456,01:09.4,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,69.4
1781,7,84,15,28,9,34,36,12:12.7,15.528,0.836,70.443,01:09.2,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,69.2
1782,7,84,16,6,11,23,36,12:13.1,15.94,0.412,70.436,01:08.9,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,68.9
1783,7,84,17,37,18,13,36,12:13.5,16.306,0.366,70.43,01:09.0,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,69
1784,7,84,18,7,11,66,36,12:14.1,16.961,0.655,70.419,01:09.3,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,69.3
1785,7,84,19,8,34,72,36,12:18.2,21.076,4.115,70.353,01:09.2,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,69.2
1786,7,84,20,11,7,33,36,12:32.3,35.155,14.079,70.125,01:08.3,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,68.3
1787,7,84,,13,15,25,21,52:42.2,,56.302,01:09.3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,
1788,7,84,,27,9,18,2,28:45.5,,,9.826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,
1789,7,84,,20,23,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,
1790,7,84,,48,41,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,
1791,8,85,1,17,28,78,41,52:14.6,,,118.158,01:09.6,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,69.6
1792,8,85,2,5,28,75,41,52:15.3,0.636,0.636,118.134,01:09.7,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,69.7
1793,8,85,3,27,8,18,41,52:23.4,8.802,8.166,117.828,01:09.9,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,69.9
1794,8,85,4,10,24,7,41,52:29.6,14.925,6.123,117.599,01:09.7,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,69.7
1795,8,85,5,11,41,33,41,52:29.8,15.152,0.227,117.59,01:10.1,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,70.1
1796,8,85,6,48,41,52,41,52:30.7,16.015,0.863,117.558,01:09.5,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,69.5
1797,8,85,7,37,17,13,41,52:31.9,17.265,1.25,117.511,01:09.2,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,69.2
1798,8,85,8,25,15,76,41,52:39.7,25.076,7.811,117.221,01:10.2,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,70.2
1799,8,85,9,28,8,4,41,52:40.3,25.699,0.623,117.198,01:09.6,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,69.6
1800,8,85,10,9,24,24,41,52:42.0,27.32,1.621,117.138,01:09.7,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,69.7
1801,8,85,11,94,42,79,41,52:43.4,28.781,1.461,117.083,01:10.1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,70.1
1802,8,85,12,22,37,34,41,52:45.2,30.536,1.755,117.019,01:10.5,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,70.5
1803,8,85,13,36,42,46,41,52:46.2,31.521,0.985,116.982,01:09.9,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,69.9
1804,8,85,14,29,25,69,41,52:49.2,34.572,3.051,116.869,01:09.9,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,69.9
1805,8,85,15,7,11,66,41,52:51.4,36.781,2.209,116.788,01:10.4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,70.4
1806,8,85,16,4,17,29,41,52:54.6,39.953,3.172,116.671,01:09.4,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,69.4
1807,8,85,17,23,37,10,41,52:56.0,41.334,1.381,116.621,01:10.5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,70.5
1808,8,85,18,33,34,71,41,53:03.9,49.222,7.888,116.332,01:10.3,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,70.3
1809,8,85,19,3,34,72,41,53:05.6,50.965,1.743,116.268,01:10.4,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,70.4
1810,8,85,20,99,11,32,41,53:31.2, 1:16.527,25.562,115.343,01:10.8,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,70.8
1811,8,85,,30,25,62,7,08:59.7,,,120.433,01:10.2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,70.2
1812,8,85,,13,15,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,
1813,8,86,1,48,41,52,35,47:02.1,,,112.147,01:09.2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,69.2
1814,8,86,2,4,17,29,35,47:02.6,0.451,0.451,112.129,01:09.2,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,69.2
1815,8,86,3,11,41,33,35,47:03.0,0.912,0.461,112.11,01:09.2,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,69.2
1816,8,86,4,36,42,46,35,47:03.3,1.125,0.213,112.102,01:09.5,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,69.5
1817,8,86,5,27,8,18,35,47:03.8,1.646,0.521,112.081,01:09.2,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,69.2
1818,8,86,6,25,15,76,35,47:05.3,3.166,1.52,112.021,01:09.1,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,69.1
1819,8,86,7,5,28,75,35,47:05.7,3.568,0.402,112.005,01:08.9,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,68.9
1820,8,86,8,30,25,62,35,47:06.4,4.235,0.667,111.979,01:09.2,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,69.2
1821,8,86,9,94,42,79,35,47:07.1,4.962,0.727,111.95,01:09.4,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,69.4
1822,8,86,10,17,28,78,35,47:07.4,5.294,0.332,111.937,01:09.2,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,69.2
1823,8,86,11,28,8,4,35,47:08.9,6.732,1.438,111.88,01:09.2,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,69.2
1824,8,86,12,13,15,25,35,47:10.8,8.693,1.961,111.802,01:09.5,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,69.5
1825,8,86,13,23,37,10,35,47:11.1,9.015,0.322,111.79,01:09.4,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,69.4
1826,8,86,14,22,37,34,35,47:11.6,9.464,0.449,111.772,01:09.3,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,69.3
1827,8,86,15,10,24,7,35,47:13.8,11.69,2.226,111.684,01:08.7,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,68.7
1828,8,86,16,37,17,13,35,47:16.1,13.973,2.283,111.594,01:09.1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,69.1
1829,8,86,17,7,11,66,35,47:16.7,14.521,0.548,111.573,01:09.8,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,69.8
1830,8,86,18,3,34,72,35,47:17.1,15.005,0.484,111.554,01:09.7,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,69.7
1831,8,86,19,33,34,71,35,47:18.9,16.744,1.739,111.485,01:09.9,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,69.9
1832,8,86,20,99,11,32,35,47:19.8,17.681,0.937,111.448,01:09.8,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,69.8
1833,8,86,21,9,24,24,35,47:32.0,29.872,12.191,110.972,01:09.7,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,69.7
1834,8,86,,29,25,69,29,34:41.0,,,126.192,01:09.0,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,69
1835,8,87,1,94,42,79,40,47:20.4,,,132.116,01:10.3,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,70.3
1836,8,87,2,36,42,46,40,47:20.7,0.302,0.302,132.102,01:10.2,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,70.2
1837,8,87,3,25,15,76,40,47:29.5,9.051,8.749,131.696,01:09.9,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,69.9
1838,8,87,4,13,15,25,40,47:30.4,9.975,0.924,131.654,01:09.9,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,69.9
1839,8,87,5,48,41,52,40,47:38.8,18.356,8.381,131.268,01:10.2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,70.2
1840,8,87,6,17,28,78,40,47:39.4,19.02,0.664,131.237,01:09.9,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,69.9
1841,8,87,7,4,17,29,40,47:40.6,20.232,1.212,131.182,01:10.1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,70.1
1842,8,87,8,23,37,10,40,47:43.8,23.394,3.162,131.037,01:10.3,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,70.3
1843,8,87,9,22,37,34,40,47:46.9,26.497,3.103,130.895,01:10.2,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,70.2
1844,8,87,10,27,8,18,40,47:47.2,26.829,0.332,130.88,01:10.2,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,70.2
1845,8,87,11,5,28,75,40,47:47.5,27.086,0.257,130.868,01:09.8,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,69.8
1846,8,87,12,11,41,33,40,47:47.9,27.525,0.439,130.848,01:09.5,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,69.5
1847,8,87,13,37,17,13,40,47:49.2,28.794,1.269,130.79,01:09.6,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,69.6
1848,8,87,14,3,34,72,40,47:53.4,32.978,4.184,130.6,01:09.5,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,69.5
1849,8,87,15,10,24,7,40,47:56.1,35.677,2.699,130.477,01:10.1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,70.1
1850,8,87,16,30,25,62,40,47:56.5,36.047,0.37,130.46,01:09.9,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,69.9
1851,8,87,17,28,8,4,40,47:56.8,36.395,0.348,130.444,01:10.4,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,70.4
1852,8,87,18,33,34,71,40,48:05.0,44.607,8.212,130.073,01:10.5,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,70.5
1853,8,87,19,9,24,24,40,48:22.9, 1:2.458,17.851,129.273,01:10.1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,70.1
1854,8,87,20,7,11,66,40,48:41.8, 1:21.406,18.948,128.435,01:10.4,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,70.4
1855,8,87,,99,11,32,21,26:38.0,,,123.284,01:10.6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,70.6
1856,8,87,,29,25,69,1,01:22.3,,,113.945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,
1857,8,88,1,9,24,24,27,51:59.6,,,105.312,01:42.3,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,102.3
1858,8,88,2,4,17,29,27,52:05.3,5.703,5.703,105.12,01:42.5,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,102.5
1859,8,88,3,5,28,75,27,52:06.6,6.966,1.263,105.077,01:42.1,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,102.1
1860,8,88,4,25,15,76,27,52:07.2,7.553,0.587,105.058,01:41.9,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,101.9
1861,8,88,5,10,24,7,27,52:07.5,7.877,0.324,105.047,01:41.8,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,101.8
1862,8,88,6,13,15,25,27,52:08.6,8.971,1.094,105.01,01:41.8,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,101.8
1863,8,88,7,48,41,52,27,52:13.0,13.356,4.385,104.863,01:41.8,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,101.8
1864,8,88,8,94,42,79,27,52:13.8,14.216,0.86,104.834,01:42.6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,102.6
1865,8,88,9,37,17,13,27,52:14.2,14.543,0.327,104.823,01:41.7,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,101.7
1866,8,88,10,36,42,46,27,52:19.0,19.339,4.796,104.663,01:42.8,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,102.8
1867,8,88,11,11,41,33,27,52:19.4,19.731,0.392,104.65,01:41.7,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,101.7
1868,8,88,12,29,25,69,27,52:24.4,24.758,5.027,104.483,01:42.5,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,102.5
1869,8,88,13,27,8,18,27,52:24.7,25.029,0.271,104.474,01:42.4,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,102.4
1870,8,88,14,28,8,4,27,52:27.7,28.039,3.01,104.374,01:42.9,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,102.9
1871,8,88,15,7,11,66,27,52:28.3,28.645,0.606,104.354,01:42.1,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,102.1
1872,8,88,16,23,37,10,27,52:28.5,28.865,0.22,104.346,01:42.0,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,102
1873,8,88,17,3,34,72,27,52:58.0,58.372,29.507,103.378,01:41.9,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,101.9
1874,8,88,18,33,34,71,27,53:18.9, 1:19.306,20.934,102.701,01:42.7,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,102.7
1875,8,88,19,99,11,32,27,53:36.9, 1:37.231,17.925,102.129,01:42.3,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,102.3
1876,8,88,,17,28,78,25,49:00.4,,,103.455,01:42.6,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,102.6
1877,8,88,,30,25,62,17,35:19.6,,,97.593,01:43.3,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,103.3
1878,8,88,,22,37,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,
